ID,URL,labels
99,https://2dbdd5116ffa30a49aa8-c03f075f8191fb4e60e74b907071aee8.ssl.cf1.rackcdn.com/5078643_fb_1444190658.7014_funds.jpg,land vehicle cycle sport bicycle vehicle tree sports equipment mountain bike cycling bmx bike bicycle motocross
100,https://d2g8igdw686xgo.cloudfront.net/27901620_15192294780_r.jpeg, face  face  face  child  face  skin  face  infant  face   face 
101,https://2dbdd5116ffa30a49aa8-c03f075f8191fb4e60e74b907071aee8.ssl.cf1.rackcdn.com/170269_1386608026.1639.jpg,community plant tree rural area soil agriculture recreation plant community
102,https://d2g8igdw686xgo.cloudfront.net/27336962_1517240183.7852.jpg, ﻿face  face  face  human  ﻿face  color  face   ﻿face style girl  face  beauty blond
103,https://d2g8igdw686xgo.cloudfront.net/30791872_1529696411102469_r.jpeg,beach fun water coastal and oceanic landforms vacation leisure tourism sea sand team
104,https://d2g8igdw686xgo.cloudfront.net/34891696_1543342690381964_r.jpeg, ﻿face   face   ﻿face  beard  face   face   face  moustache selfie jaw
105,https://d2g8igdw686xgo.cloudfront.net/18505910_1488140761.5678.jpg,yellow leaf c face  art plant smile line organism joint area human behavior
106,https://d2g8igdw686xgo.cloudfront.net/30022486_1527005418.2426.jpg,text font logo line area c face  art graphics brand symbol product
107,https://d2g8igdw686xgo.cloudfront.net/16453614_1480653891.7286_r.jpg, ﻿face   face   ﻿face  beard  ﻿face style moustache  face  smile fun
108,https://2dbdd5116ffa30a49aa8-c03f075f8191fb4e60e74b907071aee8.ssl.cf1.rackcdn.com/3429279_1424533918.0667.jpg,blue text font product line logo area brand graphics graphic design
109,https://d2g8igdw686xgo.cloudfront.net/33451228_1538561606248918_r.jpeg,text earth atmosphere world planet computer wallpaper font space universe sky
110,https://d2g8igdw686xgo.cloudfront.net/31947894_1533710220195560_r.jpeg,basketball player basketball moves basketball sports ball game arm team sport competition event
111,https://d2g8igdw686xgo.cloudfront.net/28441586_15212168900_r.jpeg,pink sweetness confectionery heart love
112,https://2dbdd5116ffa30a49aa8-c03f075f8191fb4e60e74b907071aee8.ssl.cf1.rackcdn.com/16089505_1479345170.8315.jpg,person  face  smile fun family
113,https://d2g8igdw686xgo.cloudfront.net/17583802_1484856285.7058.jpg,people glasses person vision  vehicle e photography product smile selfie girl  glasses 
114,https://d2g8igdw686xgo.cloudfront.net/18507768_1488144608.5184.jpg,face  face  expression smile child  face  tooth emotion  face   face  laughter
115,https://d2g8igdw686xgo.cloudfront.net/32000230_1535371476433381_r.jpeg,face  face   face   face  expression child skin  face   face   face  tooth
116,https://d2g8igdw686xgo.cloudfront.net/14949501_1508297374.7872.jpg,face  face   face  mouth  face  health  vehicle e service tooth jaw neck
117,https://d2g8igdw686xgo.cloudfront.net/29194774_15239306660_r.jpeg,musician fun audio event recreation
118,https://d2g8igdw686xgo.cloudfront.net/31806896_1533150950561258_r.jpeg,patient hospital girl trunk hand service abdomen medical product barechestedness
119,https://d2g8igdw686xgo.cloudfront.net/32826578_1536508669982553_r.jpeg, ﻿face  human  ﻿face  color blond  face   ﻿face style girl neck long  ﻿face  selfie
120,https://d2g8igdw686xgo.cloudfront.net/15263607_15181133590_r.jpg,blue text font line flower product organism area sky flowering plant
121,https://d2g8igdw686xgo.cloudfront.net/26813682_1515457447.9871.jpg,pink text font magenta product graphic design logo graphics brand
122,https://d2g8igdw686xgo.cloudfront.net/22815840_1502184093.8987.png,sports public space community grass recreation race vehicle playground fun product
123,https://d2g8igdw686xgo.cloudfront.net/32035648_1534879085302860_r.jpg,team sport team social group community youth sports leisure fun recreation race
