ID,URL,labels
186,https://2dbdd5116ffa30a49aa8-c03f075f8191fb4e60e74b907071aee8.ssl.cf1.rackcdn.com/1968529_1449596959.5676.jpg,dish food vegetable fried food vegetarian food grilled food chicken meat kebab garnish animal source foods
187,https://d2g8igdw686xgo.cloudfront.net/34026462_1540552648713141_r.jpeg,people social group vertebrate tree male community youth  people  team plant
188,https://d2g8igdw686xgo.cloudfront.net/17194136_1483557374.8448.jpg,t shirt team youth community recreation
189,https://d2g8igdw686xgo.cloudfront.net/26376288_1513749843.6242.jpg,purple text pink font logo violet circle graphic design computer wallpaper magenta
190,https://d2g8igdw686xgo.cloudfront.net/28312606_15207577620_r.jpg,window furniture mirror interior design
191,https://d2g8igdw686xgo.cloudfront.net/28944818_15231341900_r.jpeg,photograph sitting beauty  people  lady shoulder  people  vacation photo shoot trunk
192,https://d2g8igdw686xgo.cloudfront.net/29357916_15245140320_r.jpeg,blue text font product finger hand website document multimedia material
193,https://d2g8igdw686xgo.cloudfront.net/16937216_1507599796.7409.jpg, glasses  sunglasses vision  vehicle e glasses  people  vacation fun selfie
194,https://d2g8igdw686xgo.cloudfront.net/19696400_1492393068.6944.png,green grass text product product font logo lawn line plant
195,https://d2g8igdw686xgo.cloudfront.net/32727452_1536189224779367_r.jpeg,advertising font product brand
196,https://d2g8igdw686xgo.cloudfront.net/16809042_1481919965.4546.jpg,signage font advertising sign brand
197,https://d2g8igdw686xgo.cloudfront.net/32099252_1534133590147277_r.jpeg, ﻿people   glasses  red  people   ﻿people  color  people  glasses ear  people  vision  vehicle e sunglasses
198,https://d2g8igdw686xgo.cloudfront.net/34950078_1543511853912949_r.jpeg,suit formal wear snapshot event grass tuxedo tree fun  people  plant
199,https://d2g8igdw686xgo.cloudfront.net/34052738_1540659814117503_r.jpeg, people   people   people   people   people   people   ﻿people style  people  jaw white collar worker
200,https://d2g8igdw686xgo.cloudfront.net/21009620_14968467520_r.jpg,people photograph photography fun  people   people  tree grass  people   people 
201,https://d2g8igdw686xgo.cloudfront.net/33533340_1538844083874744_r.jpg,advertising interior design product
202,https://d2g8igdw686xgo.cloudfront.net/31091702_1530824937659049_r.jpg, vehicle  glasses vehicle motor vehicle luxury vehicle  people   vehicle  sunglasses vision  vehicle e  glasses   people 
