web-scraper-order,web-scraper-start-url,start_scraping,start_scraping-href,image-src,goal,Raised,people,time,updates,updates-href,createdby,shares
"1543711846-1126","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business","","https://www.gofundme.com/3vpf7mw","https://d2g8igdw686xgo.cloudfront.net/20909650_15182940200_r.jpeg","goal","$700","9 months","Campaign created 9 months ago","null","","Created February 10, 2018","null"
"1543713791-1853","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business","","https://www.gofundme.com/tyqab-business-start-up","https://d2g8igdw686xgo.cloudfront.net/33560168_1540097733930313_r.jpg","of $20,000 goal","$1,045","16","Raised by 16 people in 1 month","Updates   2","https://www.gofundme.com/tyqab-business-start-up#updates","Created October 7, 2018","64"
"1543713092-1594","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business","","https://www.gofundme.com/downtowndan","https://d2g8igdw686xgo.cloudfront.net/18073130_1486513548.4208.jpg","of $50,000 goal","$2,860","17","Raised by 17 people in 22 months","null","","null","287"
"1543713056-1580","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business","","https://www.gofundme.com/au7trz-disabled-veteran-business-startup","https://d2g8igdw686xgo.cloudfront.net/27959428_1539891429312186_r.jpeg","of $3,500 goal","$459","6","Raised by 6 people in 9 months","null","","Created February 23, 2018","81"
"1543712660-1435","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business","","https://www.gofundme.com/harvey-devastates-family-business","https://d2g8igdw686xgo.cloudfront.net/23514834_15043064370_r.jpg","of $10,000 goal","$10,595","67","Raised by 67 people in 15 months","Updates   2","https://www.gofundme.com/harvey-devastates-family-business#updates","Created August 31, 2017","250"
"1543712491-1369","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business","","https://www.gofundme.com/help-me-stay-in-business-please","https://d2g8igdw686xgo.cloudfront.net/29983006_15266711320_r.jpeg","of $1,200 goal","$75","3","Raised by 3 people in 6 months","null","","Created May 18, 2018","81"
"1543713755-1839","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business","","https://www.gofundme.com/africa-point","https://d2g8igdw686xgo.cloudfront.net/25918874_1512475137.031.jpg","of €1,000 goal","€1,000","39","Raised by 39 people in 12 months","Updates   1","https://www.gofundme.com/africa-point#updates","Created December 5, 2017","46"
"1543712642-1428","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business","","https://www.gofundme.com/61pcef4","https://d2g8igdw686xgo.cloudfront.net/32583488_1536221575258730_r.jpg","of $300 goal","$70","5","Raised by 5 people in 3 months","null","","Created August 31, 2018","28"
"1543711557-1029","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business","","https://www.gofundme.com/helpsavemaria","https://d2g8igdw686xgo.cloudfront.net/17241010_1484040860.0972.jpg","of £100,000 goal","£3,844","51","Raised by 51 people in 23 months","Updates   2","https://www.gofundme.com/helpsavemaria#updates","null","348"
"1543712363-1320","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business","","https://www.gofundme.com/steelgatellc","https://2dbdd5116ffa30a49aa8-c03f075f8191fb4e60e74b907071aee8.ssl.cf1.rackcdn.com/4547790_fb_1431554460.4671_funds.jpg","of $3,500 goal","$1,090","35","Raised by 35 people in 43 months","Updates   18","https://www.gofundme.com/steelgatellc#updates","null","333"
"1543711573-1035","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business","","https://www.gofundme.com/laura-loves-outloud","","of $150,000 goal","$81,560","822","Raised by 822 people in 24 days","Updates   2","https://www.gofundme.com/laura-loves-outloud#updates","Created November 6, 2018","6.0k"
"1543713762-1842","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business","","https://www.gofundme.com/help-a-fellow-power-washer","https://d2g8igdw686xgo.cloudfront.net/29077792_15235281080_r.jpeg","of $3,250 goal","$272","7","Raised by 7 people in 7 months","Updates   1","https://www.gofundme.com/help-a-fellow-power-washer#updates","Created April 12, 2018","82"
"1543713273-1659","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business","","https://www.gofundme.com/small-business-for-quentin","https://d2g8igdw686xgo.cloudfront.net/19820768_1492793042.9875.jpg","of $12,000 goal","$1,450","25","Raised by 25 people in 19 months","Updates   3","https://www.gofundme.com/small-business-for-quentin#updates","null","282"
"1543711818-1116","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business","","https://www.gofundme.com/ugtz7-sigma-nu-for-happiness","https://d2g8igdw686xgo.cloudfront.net/24329378_1506894594.3596.jpg","of $3,500 goal","$2,330","48","Raised by 48 people in 14 months","null","","Created October 1, 2017","186"
"1543711722-1086","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business","","https://www.gofundme.com/brows4charity","https://2dbdd5116ffa30a49aa8-c03f075f8191fb4e60e74b907071aee8.ssl.cf1.rackcdn.com/10594091_1460493796.1614.jpg","of $10,000 goal","$5,637","136","Raised by 136 people in 32 months","Updates   1","https://www.gofundme.com/brows4charity#updates","null","167"
"1543712599-1412","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business","","https://www.gofundme.com/help-a-family-business-get-started","https://d2g8igdw686xgo.cloudfront.net/27469552_15176768320_r.jpeg","of $6,500 goal","$1,875","15","Raised by 15 people in 10 months","Updates   4","https://www.gofundme.com/help-a-family-business-get-started#updates","Created February 3, 2018","125"
"1543711950-1164","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business","","https://www.gofundme.com/aid-a-young-boy-start-a-business","https://d2g8igdw686xgo.cloudfront.net/29490448_15249367520_r.jpeg","goal","£500","7 months","Campaign created 7 months ago","null","","Created April 28, 2018","null"
"1543713537-1757","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business","","https://www.gofundme.com/Lionel-NBC","https://d2g8igdw686xgo.cloudfront.net/19307920_1490919552.8553.jpg","of $20,000 goal","$1,325","9","Raised by 9 people in 20 months","Updates   2","https://www.gofundme.com/Lionel-NBC#updates","null","62"
"1543712840-1503","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business","","https://www.gofundme.com/3pxstao","https://d2g8igdw686xgo.cloudfront.net/20046468_1493598839.2605.jpeg","of $5,000 goal","$2,652","52","Raised by 52 people in 19 months","Updates   1","https://www.gofundme.com/3pxstao#updates","null","457"
"1543713102-1598","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business","","https://www.gofundme.com/rajuh2t","https://2dbdd5116ffa30a49aa8-c03f075f8191fb4e60e74b907071aee8.ssl.cf1.rackcdn.com/4084923_1428465000.6931.jpg","of $2,500 goal","$2,585","54","Raised by 54 people in 44 months","Updates   5","https://www.gofundme.com/rajuh2t#updates","null","849"
"1543713340-1683","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business","","https://www.gofundme.com/voice-comedy-production-business","https://d2g8igdw686xgo.cloudfront.net/19887062_14957347760_r.jpg","of $10,000 goal","$1,200","20","Raised by 20 people in 19 months","Updates   11","https://www.gofundme.com/voice-comedy-production-business#updates","null","437"
"1543713861-1879","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business","","https://www.gofundme.com/2tcyhqs","https://d2g8igdw686xgo.cloudfront.net/15170417_1490284878.2326.jpg","of $2,000 goal","$810","16","Raised by 16 people in 20 months","Updates   1","https://www.gofundme.com/2tcyhqs#updates","null","131"
"1543712689-1446","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business","","https://www.gofundme.com/business-leaders-rising-to-the-top","https://d2g8igdw686xgo.cloudfront.net/33474688_1539150293849170_r.jpeg","of $2,000 goal","$2,275","34","Raised by 34 people in 1 month","null","","Created October 6, 2018","49"
"1543713822-1864","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business","","https://www.gofundme.com/help-recover-ryans-dj-business","https://d2g8igdw686xgo.cloudfront.net/21874094_1498672241.404.jpg","of $3,000 goal","$1,190","21","Raised by 21 people in 17 months","null","","Created June 28, 2017","196"
"1543712508-1376","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business","","https://www.gofundme.com/MariahGoestoSouthAfrica","https://2dbdd5116ffa30a49aa8-c03f075f8191fb4e60e74b907071aee8.ssl.cf1.rackcdn.com/1034256_1454549339.3341.jpg","of $3,000 goal","$1,970","64","Raised by 64 people in 58 months","Updates   1","https://www.gofundme.com/MariahGoestoSouthAfrica#updates","null","195"
"1543712033-1197","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business","","https://www.gofundme.com/start-up-a-business-computers","https://d2g8igdw686xgo.cloudfront.net/33415406_1538445343746759_r.jpeg","goal","$2,500","2 months","Campaign created 2 months ago","null","","Created October 1, 2018","null"
"1543713702-1820","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business","","https://www.gofundme.com/help-build-a-small-business","https://d2g8igdw686xgo.cloudfront.net/28753842_15234898650_r.jpg","of $1,000 goal","$980","29","Raised by 29 people in 8 months","Updates   5","https://www.gofundme.com/help-build-a-small-business#updates","Created March 30, 2018","317"
"1543711888-1141","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business","","https://www.gofundme.com/business-startup-for-a-job-i-love","https://d2g8igdw686xgo.cloudfront.net/27848432_1519071122.5395.jpg","goal","£4,000","9 months","Campaign created 9 months ago","Updates   1","https://www.gofundme.com/business-startup-for-a-job-i-love#updates","Created February 19, 2018","null"
"1543712806-1490","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business","","https://www.gofundme.com/save-a-jewelry-business","https://d2g8igdw686xgo.cloudfront.net/18643760_1488592925.1918.jpg","of $10,000 goal","$5,475","22","Raised by 22 people in 21 months","Updates   1","https://www.gofundme.com/save-a-jewelry-business#updates","null","1.2k"
"1543711996-1182","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business","","https://www.gofundme.com/help-jump-start-new-tech-business","https://d2g8igdw686xgo.cloudfront.net/31409440_1531868198754737_r.jpeg","goal","$1,100","4 months","Campaign created 4 months ago","null","","Created July 17, 2018","null"
"1543712623-1421","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business","","https://www.gofundme.com/ew8ye-support-small-business","https://d2g8igdw686xgo.cloudfront.net/28320434_15207981030_r.jpeg","of $1,500 goal","$175","3","Raised by 3 people in 8 months","null","","Created March 11, 2018","116"
"1543713843-1872","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business","","https://www.gofundme.com/5u7qay0","https://d2g8igdw686xgo.cloudfront.net/31462578_1532025852971652_r.jpg","of £500 goal","£80","8","Raised by 8 people in 4 months","Updates   1","https://www.gofundme.com/5u7qay0#updates","Created July 19, 2018","96"
"1543713436-1719","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business","","https://www.gofundme.com/move-gt-eire-paunfinished-business","https://d2g8igdw686xgo.cloudfront.net/29760646_15258767700_r.jpeg","of $2,800 goal","$2,013","21","Raised by 21 people in 6 months","Updates   54","https://www.gofundme.com/move-gt-eire-paunfinished-business#updates","Created May 9, 2018","128"
"1543713929-1904","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business","","https://www.gofundme.com/help-billy-dixon-keep-his-business","https://d2g8igdw686xgo.cloudfront.net/32036886_1533892249698748_r.jpeg","of £500 goal","£1,987","114","Raised by 114 people in 3 months","Updates   2","https://www.gofundme.com/help-billy-dixon-keep-his-business#updates","Created August 10, 2018","576"
"1543712521-1381","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business","","https://www.gofundme.com/RoundPottery","https://2dbdd5116ffa30a49aa8-c03f075f8191fb4e60e74b907071aee8.ssl.cf1.rackcdn.com/2440947_fb_1414301571.1891_funds.jpg","of $15,765 goal","$2,691","72","Raised by 72 people in 49 months","Updates   8","https://www.gofundme.com/RoundPottery#updates","null","153"
"1543711838-1123","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business","","https://www.gofundme.com/nickys-chance-to-beat-cancer","https://d2g8igdw686xgo.cloudfront.net/15858139_1491327297.305.jpg","of £66,486 goal","£49,440","1,714","Raised by 1,714 people in 25 months","Updates   15","https://www.gofundme.com/nickys-chance-to-beat-cancer#updates","null","3.7k"
"1543712149-1244","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business","","https://www.gofundme.com/lifebusiness-help","https://d2g8igdw686xgo.cloudfront.net/29434722_15247469920_r.jpeg","goal","$10,000","7 months","Campaign created 7 months ago","null","","Created April 26, 2018","null"
"1543713449-1724","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business","","https://www.gofundme.com/our-first-la-business-trip","https://d2g8igdw686xgo.cloudfront.net/24722770_1508249294.8904.jpg","of $800 goal","$680","12","Raised by 12 people in 13 months","Updates   7","https://www.gofundme.com/our-first-la-business-trip#updates","Created October 17, 2017","22"
"1543711618-1051","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business","","https://www.gofundme.com/7zukhb-jamie-fund","https://d2g8igdw686xgo.cloudfront.net/34233034_1542044775629237_r.jpeg","of $25,000 goal","$12,143","199","Raised by 199 people in 19 days","Updates   1","https://www.gofundme.com/7zukhb-jamie-fund#updates","Created November 12, 2018","502"
"1543713212-1640","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business","","https://www.gofundme.com/5e5dfe8","https://d2g8igdw686xgo.cloudfront.net/29058076_1528727929637760_r.jpg","of $1,500 goal","$1,000","35","Raised by 35 people in 7 months","null","","Created April 11, 2018","155"
"1543712720-1458","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business","","https://www.gofundme.com/5ng1u0w","https://d2g8igdw686xgo.cloudfront.net/30449488_1530089672994241_r.jpg","of £1,650 goal","£230","15","Raised by 15 people in 5 months","null","","Created June 7, 2018","172"
"1543713342-1684","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business","","https://www.gofundme.com/dwfdcmd8","https://2dbdd5116ffa30a49aa8-c03f075f8191fb4e60e74b907071aee8.ssl.cf1.rackcdn.com/7688611_1450377627.658.jpg","of $100,000 goal","$12,500","122","Raised by 122 people in 36 months","Updates   16","https://www.gofundme.com/dwfdcmd8#updates","null","526"
"1543713383-1699","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business","","https://www.gofundme.com/assist-daniels-next-step","https://d2g8igdw686xgo.cloudfront.net/19765426_1492616849.6338.jpg","of $3,000 goal","$693","12","Raised by 12 people in 19 months","Updates   6","https://www.gofundme.com/assist-daniels-next-step#updates","null","81"
"1543712226-1273","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business","","https://www.gofundme.com/vkrqh-mother-trying-to-start-a-business","https://d2g8igdw686xgo.cloudfront.net/26955130_1515950226.5369.jpg","of $1,000 goal","$25","1","Raised by 1 person in 10 months","Updates   1","https://www.gofundme.com/vkrqh-mother-trying-to-start-a-business#updates","Created January 14, 2018","10"
"1543711551-1027","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business","","https://www.gofundme.com/78vrke-help-get-mum-home","https://d2g8igdw686xgo.cloudfront.net/34880104_1543343152499103_r.jpeg","of £1,000 goal","£1,636","57","Raised by 57 people in 4 days","null","","Created November 27, 2018","162"
"1543711603-1045","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business","","https://www.gofundme.com/elsa-garcia-contra-el-cancer","https://d2g8igdw686xgo.cloudfront.net/23898544_1531835139123518_r.jpg","of $30,000 goal","$8,595","170","Raised by 170 people in 14 months","Updates   3","https://www.gofundme.com/elsa-garcia-contra-el-cancer#updates","Created September 14, 2017","717"
"1543712217-1269","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business","","https://www.gofundme.com/cosmetic-business-relaunch","https://d2g8igdw686xgo.cloudfront.net/33229010_1537819957532372_r.jpeg","of $4,000 goal","$5","1","Raised by 1 person in 2 months","null","","Created September 24, 2018","7"
"1543713918-1900","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business","","https://www.gofundme.com/wynnbaudoux-housebusiness-fire","https://d2g8igdw686xgo.cloudfront.net/30417492_15283006640_r.jpeg","of $5,000 goal","$2,240","29","Raised by 29 people in 5 months","null","","Created June 6, 2018","229"
"1543712479-1364","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business","","https://www.gofundme.com/rebuilddbdesign","https://d2g8igdw686xgo.cloudfront.net/12916887_1509393435.1529.jpg","of $5,000 goal","$1,519","11","Raised by 11 people in 27 months","Updates   13","https://www.gofundme.com/rebuilddbdesign#updates","null","138"
"1543712141-1241","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business","","https://www.gofundme.com/58r1yr4","https://d2g8igdw686xgo.cloudfront.net/28250204_1537163007951611_r.jpeg","goal","$100,000","2 months","Campaign created 2 months ago","null","","Created September 17, 2018","null"
"1543713110-1601","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business","","https://www.gofundme.com/SophiasParty","","of $10,900 goal","$1,400","17","Raised by 17 people in 22 months","Updates   1","https://www.gofundme.com/SophiasParty#updates","null","83"
"1543713207-1638","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business","","https://www.gofundme.com/4xyve0g","https://d2g8igdw686xgo.cloudfront.net/26636348_15148542560_r.jpg","of $35,000 goal","$960","11","Raised by 11 people in 11 months","null","","Created January 1, 2018","166"
"1543713072-1586","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business","","https://www.gofundme.com/help-with-family-owned-business","https://d2g8igdw686xgo.cloudfront.net/33244626_1537873611932433_r.jpeg","of $75,000 goal","$695","9","Raised by 9 people in 2 months","Updates   1","https://www.gofundme.com/help-with-family-owned-business#updates","Created September 25, 2018","150"
"1543713739-1833","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business","","https://www.gofundme.com/my-mother-lost-her-business-amp-dog","https://d2g8igdw686xgo.cloudfront.net/29336680_15245860900_r.jpg","of $7,500 goal","$9,942","98","Raised by 98 people in 7 months","Updates   3","https://www.gofundme.com/my-mother-lost-her-business-amp-dog#updates","Created April 22, 2018","351"
"1543711668-1067","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business","","https://www.gofundme.com/leah-stodieck","https://d2g8igdw686xgo.cloudfront.net/34843516_1543352615433437_r.jpeg","of $10,000 goal","$13,765","150","Raised by 150 people in 5 days","null","","Created November 26, 2018","823"
"1543712370-1322","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business","","https://www.gofundme.com/8pn83q-help-me-make-my-dream-come-true","","of $500.0M goal","$65","5","Raised by 5 people in 5 months","null","","Created June 8, 2018","645"
"1543713485-1737","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business","","https://www.gofundme.com/save-my-garage-door-business","https://d2g8igdw686xgo.cloudfront.net/18119686_1486670235.5837.jpg","of $5,000 goal","$1,960","35","Raised by 35 people in 22 months","Updates   9","https://www.gofundme.com/save-my-garage-door-business#updates","null","355"
"1543713656-1802","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business","","https://www.gofundme.com/wx4ysq-women-in-business","https://d2g8igdw686xgo.cloudfront.net/20856376_1496355307.193.jpg","of $3,100 goal","$2,625","22","Raised by 22 people in 18 months","Updates   10","https://www.gofundme.com/wx4ysq-women-in-business#updates","Created June 1, 2017","306"
"1543711910-1149","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business","","https://www.gofundme.com/5fsz52g","https://d2g8igdw686xgo.cloudfront.net/29305874_15243432760_r.jpg","goal","$5,000","7 months","Campaign created 7 months ago","null","","Created April 21, 2018","8"
"1543712568-1400","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business","","https://www.gofundme.com/9pyxd-help-a-small-business-grow","https://d2g8igdw686xgo.cloudfront.net/34179622_1541154979974301_r.jpeg","of £400 goal","£68","6","Raised by 6 people in 29 days","null","","Created November 2, 2018","18"
"1543713669-1807","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business","","https://www.gofundme.com/local-east-hill-business-vandalized","https://d2g8igdw686xgo.cloudfront.net/31428456_1531931406967959_r.jpeg","of $1,200 goal","$345","7","Raised by 7 people in 4 months","Updates   1","https://www.gofundme.com/local-east-hill-business-vandalized#updates","Created July 18, 2018","41"
"1543713582-1774","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business","","https://www.gofundme.com/we-were-just-robbed-please-help","https://d2g8igdw686xgo.cloudfront.net/30514048_1528671009156344_r.jpeg","of $15,000 goal","$5,195","29","Raised by 29 people in 5 months","Updates   1","https://www.gofundme.com/we-were-just-robbed-please-help#updates","Created June 10, 2018","150"
"1543712858-1509","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business","","https://www.gofundme.com/88andorange","https://d2g8igdw686xgo.cloudfront.net/17234058_1483676808.5514.jpg","of $2,500 goal","$560","21","Raised by 21 people in 23 months","null","","null","125"
"1543713534-1756","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business","","https://www.gofundme.com/TorchSauce","https://d2g8igdw686xgo.cloudfront.net/17065528_1483039787.0236.jpg","of $5,000 goal","$305","7","Raised by 7 people in 23 months","Updates   2","https://www.gofundme.com/TorchSauce#updates","null","58"
"1543712941-1540","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business","","https://www.gofundme.com/53wu408","https://d2g8igdw686xgo.cloudfront.net/27525898_15215978290_r.jpg","of $4,000 goal","$4,000","23","Raised by 23 people in 9 months","Updates   8","https://www.gofundme.com/53wu408#updates","Created February 5, 2018","136"
"1543713220-1643","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business","","https://www.gofundme.com/women-in-business-philanthropy","https://d2g8igdw686xgo.cloudfront.net/33908340_1540162831582801_r.jpeg","of $500 goal","$320","8","Raised by 8 people in 1 month","null","","Created October 21, 2018","36"
"1543712167-1250","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business","","https://www.gofundme.com/9jaf38-woodworking-business","https://d2g8igdw686xgo.cloudfront.net/33871664_1539979639716897_r.jpeg","goal","$5,000","1 month","Campaign created 1 month ago","Updates   4","https://www.gofundme.com/9jaf38-woodworking-business#updates","Created October 19, 2018","21"
"1543713574-1771","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business","","https://www.gofundme.com/replacing-stolen-business-items","https://d2g8igdw686xgo.cloudfront.net/29538722_15251169690_r.jpeg","of $745 goal","$275","6","Raised by 6 people in 7 months","null","","Created April 30, 2018","53"
"1543713136-1612","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business","","https://www.gofundme.com/fawnsroute","https://d2g8igdw686xgo.cloudfront.net/27376712_1517420982.5024.jpg","of $2,500 goal","$155","4","Raised by 4 people in 10 months","null","","Created January 30, 2018","79"
"1543711904-1147","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business","","https://www.gofundme.com/klou202-gmail-com","https://d2g8igdw686xgo.cloudfront.net/29283692_15242075130_r.jpeg","goal","£1,000","7 months","Campaign created 7 months ago","Updates   1","https://www.gofundme.com/klou202-gmail-com#updates","Created April 20, 2018","null"
"1543713335-1681","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business","","https://www.gofundme.com/starting-a-business-bsns-training","https://d2g8igdw686xgo.cloudfront.net/23457160_1504121716.7964.jpg","of $7,000 goal","$1,515","16","Raised by 16 people in 15 months","null","","Created August 30, 2017","130"
"1543713112-1602","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business","","https://www.gofundme.com/cbh9bj-purchase-small-business","https://d2g8igdw686xgo.cloudfront.net/19074686_1490134849.0853.jpg","of $5,000 goal","$565","12","Raised by 12 people in 20 months","Updates   3","https://www.gofundme.com/cbh9bj-purchase-small-business#updates","null","540"
"1543713658-1803","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business","","https://www.gofundme.com/jetsdream","https://2dbdd5116ffa30a49aa8-c03f075f8191fb4e60e74b907071aee8.ssl.cf1.rackcdn.com/6873347_1447310725.4055.jpg","of $5,000 goal","$409","20","Raised by 20 people in 37 months","Updates   3","https://www.gofundme.com/jetsdream#updates","null","1.5k"
"1543713793-1854","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business","","https://www.gofundme.com/mamamarysgrocery","https://2dbdd5116ffa30a49aa8-c03f075f8191fb4e60e74b907071aee8.ssl.cf1.rackcdn.com/10975361_1461784678.9848.jpg","of $3,500 goal","$3,005","40","Raised by 40 people in 31 months","Updates   11","https://www.gofundme.com/mamamarysgrocery#updates","null","151"
"1543712269-1289","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business","","https://www.gofundme.com/tools-and-equipment","https://d2g8igdw686xgo.cloudfront.net/17236532_1543531760752165_r.jpg","of $5,000 goal","$260","4","Raised by 4 people in 23 months","Updates   2","https://www.gofundme.com/tools-and-equipment#updates","null","49"
"1543711900-1145","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business","","https://www.gofundme.com/SchEntPrisesGrp","","goal","$20,000","8 months","Campaign created 8 months ago","null","","Created March 27, 2018","66"
"1543713289-1665","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business","","https://www.gofundme.com/w237z-business-start-up","https://d2g8igdw686xgo.cloudfront.net/34937154_1543450736326011_r.jpeg","of $500 goal","$180","7","Raised by 7 people in 3 days","Updates   1","https://www.gofundme.com/w237z-business-start-up#updates","Created November 28, 2018","20"
"1543712829-1499","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business","","https://www.gofundme.com/a9dzcr-pavels-business-school-fund","https://d2g8igdw686xgo.cloudfront.net/28712274_1522260899.8598.jpg","of $68,000 goal","$12,353","53","Raised by 53 people in 8 months","null","","Created March 28, 2018","35"
"1543712116-1231","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business","","https://www.gofundme.com/dr-ks-business-card-fund","https://d2g8igdw686xgo.cloudfront.net/35009864_1543691818964569_r.jpeg","goal","$50","5 hours","Campaign created 5 hours ago","null","","Created December 1, 2018","null"
"1543711632-1055","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business","","https://www.gofundme.com/repsforrecovery","","of $120,000 goal","$99,870","2,420","Raised by 2,420 people in 20 months","Updates   5","https://www.gofundme.com/repsforrecovery#updates","null","4.4k"
"1543712156-1245","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business","","https://www.gofundme.com/5gxqo68","https://d2g8igdw686xgo.cloudfront.net/29475352_15248944200_r.jpg","goal","$30,000","7 months","Campaign created 7 months ago","Updates   1","https://www.gofundme.com/5gxqo68#updates","Created April 27, 2018","20"
"1543713016-1569","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business","","https://www.gofundme.com/fosterwithlularoe","","of $5,172 goal","$1,372","21","Raised by 21 people in 20 months","null","","null","176"
"1543711940-1161","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business","","https://www.gofundme.com/27fx8-starting-my-own-business","https://d2g8igdw686xgo.cloudfront.net/29419548_15246921230_r.jpeg","goal","$25,000","7 months","Campaign created 7 months ago","null","","Created April 25, 2018","null"
"1543712633-1425","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business","","https://www.gofundme.com/3u3br77s3b","https://2dbdd5116ffa30a49aa8-c03f075f8191fb4e60e74b907071aee8.ssl.cf1.rackcdn.com/5501160_1438374722.3031.jpg","of $2,213 goal","$1,010","50","Raised by 50 people in 40 months","Updates   2","https://www.gofundme.com/3u3br77s3b#updates","null","347"
"1543712964-1548","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business","","https://www.gofundme.com/belfast-local-business-support","https://d2g8igdw686xgo.cloudfront.net/22610810_1501270585.1552.jpg","of £4,000 goal","£400","22","Raised by 22 people in 16 months","Updates   2","https://www.gofundme.com/belfast-local-business-support#updates","Created July 28, 2017","142"
