web-scraper-order,web-scraper-start-url,start_scraping,start_scraping-href,image-src,goal,Raised,people,time,updates,updates-href,createdby,shares
"1543713061-1582","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business","","https://www.gofundme.com/emily039s-photography-business-loss","https://d2g8igdw686xgo.cloudfront.net/31023018_1531242999573883_r.jpg","of $1,000 goal","$290","11","Raised by 11 people in 5 months","null","","Created July 2, 2018","36"
"1543713327-1678","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business","","https://www.gofundme.com/joipearson","https://2dbdd5116ffa30a49aa8-c03f075f8191fb4e60e74b907071aee8.ssl.cf1.rackcdn.com/529515_1471395917.0372.jpg","of $18,500 goal","$18,750","null","Goal Reached!","Updates   20","https://www.gofundme.com/joipearson#updates","null","573"
"1543713161-1621","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business","","https://www.gofundme.com/startup-funds-for-business","https://d2g8igdw686xgo.cloudfront.net/18971662_1489770949.4625.jpg","of $3,500 goal","$3,660","51","Raised by 51 people in 20 months","Updates   6","https://www.gofundme.com/startup-funds-for-business#updates","null","86"
"1543712571-1401","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business","","https://www.gofundme.com/judys-horse-business-relief-fund","https://d2g8igdw686xgo.cloudfront.net/24984530_1509234179.2196.jpg","of $25,000 goal","$1,433","19","Raised by 19 people in 13 months","Updates   1","https://www.gofundme.com/judys-horse-business-relief-fund#updates","Created October 28, 2017","91"
"1543713166-1623","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business","","https://www.gofundme.com/one-small-business-at-a-time","https://d2g8igdw686xgo.cloudfront.net/24061524_1506034486.7062.png","of $20,000 goal","$3,059","36","Raised by 36 people in 14 months","Updates   2","https://www.gofundme.com/one-small-business-at-a-time#updates","Created September 21, 2017","131"
"1543712095-1222","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business","","https://www.gofundme.com/is-there-any-truth-left-in-the-business-of-living","https://d2g8igdw686xgo.cloudfront.net/34963774_1543527999351358_r.jpeg","goal","$25,000","2 days","Campaign created 2 days ago","null","","Created November 29, 2018","null"
"1543713752-1838","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business","","https://www.gofundme.com/mudvg6-save-my-business","https://d2g8igdw686xgo.cloudfront.net/27600552_15191854210_r.jpg","of $8,000 goal","$1,925","34","Raised by 34 people in 9 months","Updates   14","https://www.gofundme.com/mudvg6-save-my-business#updates","Created February 8, 2018","117"
"1543712947-1542","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business","","https://www.gofundme.com/I-must-move-to-grow","https://d2g8igdw686xgo.cloudfront.net/18556644_1488311673.2549.jpg","of $5,000 goal","$1,205","21","Raised by 21 people in 21 months","Updates   5","https://www.gofundme.com/I-must-move-to-grow#updates","null","154"
"1543713589-1777","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business","","https://www.gofundme.com/help-maritha-get-her-business-back","https://d2g8igdw686xgo.cloudfront.net/23853160_1505324875.7622.jpg","of $5,000 goal","$5,275","29","Raised by 29 people in 14 months","Updates   2","https://www.gofundme.com/help-maritha-get-her-business-back#updates","Created September 13, 2017","165"
"1543711986-1178","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business","","https://www.gofundme.com/t4w9jd-business-opportunity","https://d2g8igdw686xgo.cloudfront.net/31234538_153134301811993_r.jpeg","goal","$3,500","4 months","Campaign created 4 months ago","null","","Created July 11, 2018","null"
"1543712372-1323","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business","","https://www.gofundme.com/business-startup-costs-wyldefolk","https://d2g8igdw686xgo.cloudfront.net/27930762_fb_1519325998.9638_funds.jpg","of $1,500 goal","$185","5","Raised by 5 people in 9 months","null","","Created February 22, 2018","33"
"1543712231-1275","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business","","https://www.gofundme.com/charitybusiness-start-up","https://d2g8igdw686xgo.cloudfront.net/33756796_1539615165523249_r.jpeg","of £150 goal","£60","2","Raised by 2 people in 1 month","Updates   2","https://www.gofundme.com/charitybusiness-start-up#updates","Created October 15, 2018","6"
"1543713462-1729","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business","","https://www.gofundme.com/7cf2qtsk","https://2dbdd5116ffa30a49aa8-c03f075f8191fb4e60e74b907071aee8.ssl.cf1.rackcdn.com/7644517_1450212539.6157.jpg","of $7,000 goal","$7,880","139","Raised by 139 people in 36 months","Updates   3","https://www.gofundme.com/7cf2qtsk#updates","null","651"
"1543713286-1664","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business","","https://www.gofundme.com/yxdtx-starting-my-own-business","https://d2g8igdw686xgo.cloudfront.net/26903664_15157724750_r.jpg","of $2,000 goal","$970","14","Raised by 14 people in 10 months","Updates   2","https://www.gofundme.com/yxdtx-starting-my-own-business#updates","Created January 12, 2018","149"
"1543713836-1869","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business","","https://www.gofundme.com/help-me-save-my-web-site-amp-business","https://d2g8igdw686xgo.cloudfront.net/32384054_1535064839546818_r.jpeg","of $5,000 goal","$1,080","10","Raised by 10 people in 3 months","null","","Created August 23, 2018","37"
"1543713796-1855","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business","","https://www.gofundme.com/help-a-ole-cowboy-keep-his-business","https://d2g8igdw686xgo.cloudfront.net/17037936_1482950530.5963.jpg","of $35,000 goal","$9,860","107","Raised by 107 people in 23 months","Updates   3","https://www.gofundme.com/help-a-ole-cowboy-keep-his-business#updates","null","508"
"1543712068-1211","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business","","https://www.gofundme.com/ww32su-business-startup","https://d2g8igdw686xgo.cloudfront.net/34713968_1543686876719619_r.jpg","goal","$5,777","11 days","Campaign created 11 days ago","null","","Created November 20, 2018","24"
"1543712764-1474","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business","","https://www.gofundme.com/T-Erah-College-Fund","https://d2g8igdw686xgo.cloudfront.net/20263222_1494347115.7278.jpg","of $2,000 goal","$910","21","Raised by 21 people in 19 months","null","","null","108"
"1543713004-1564","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business","","https://www.gofundme.com/central-islip-business-class-trip","https://d2g8igdw686xgo.cloudfront.net/24220568_1506510937.7114.jpg","raised","$1,052","null","null","null","","null","null"
"1543712801-1488","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business","","https://www.gofundme.com/homestead-and-business","https://d2g8igdw686xgo.cloudfront.net/32793874_1536374419570110_r.jpeg","of $30,000 goal","$90","4","Raised by 4 people in 2 months","Updates   1","https://www.gofundme.com/homestead-and-business#updates","Created September 7, 2018","76"
"1543713107-1600","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business","","https://www.gofundme.com/bgsaa-business-warming","https://d2g8igdw686xgo.cloudfront.net/30339306_1528997169835712_r.jpg","of $644 goal","$505","29","Raised by 29 people in 6 months","Updates   1","https://www.gofundme.com/bgsaa-business-warming#updates","Created June 3, 2018","167"
"1543713042-1574","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business","","https://www.gofundme.com/help-danyel-start-her-own-business","https://d2g8igdw686xgo.cloudfront.net/25111390_1509731259.7683.jpg","of $4,500 goal","$1,360","19","Raised by 19 people in 13 months","Updates   5","https://www.gofundme.com/help-danyel-start-her-own-business#updates","Created November 3, 2017","206"
"1543712526-1383","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business","","https://www.gofundme.com/MtVernonDamages","https://2dbdd5116ffa30a49aa8-c03f075f8191fb4e60e74b907071aee8.ssl.cf1.rackcdn.com/4399778_1430409497.9183.jpg","of $3,000 goal","$3,655","80","Raised by 80 people in 43 months","null","","null","152"
"1543712295-1298","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business","","https://www.gofundme.com/women039s-small-business-in-haiti","https://d2g8igdw686xgo.cloudfront.net/30164126_15273498550_r.jpg","of $500 goal","$660","4","Raised by 4 people in 6 months","Updates   1","https://www.gofundme.com/women039s-small-business-in-haiti#updates","Created May 26, 2018","19"
"1543711657-1063","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business","","https://www.gofundme.com/lauren039s-killing-cancer-fund","https://d2g8igdw686xgo.cloudfront.net/31612410_1532519998634969_r.jpeg","of $90,000 goal","$74,525","379","Raised by 379 people in 4 months","Updates   3","https://www.gofundme.com/lauren039s-killing-cancer-fund#updates","Created July 25, 2018","1.6K"
"1543713464-1730","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business","","https://www.gofundme.com/uv7n3j-help-us-grow-our-business","https://d2g8igdw686xgo.cloudfront.net/32384778_1535066741280279_r.jpeg","of $4,000 goal","$255","10","Raised by 10 people in 3 months","Updates   1","https://www.gofundme.com/uv7n3j-help-us-grow-our-business#updates","Created August 23, 2018","127"
"1543712732-1463","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business","","https://www.gofundme.com/teaching-business-skills-in-haiti","https://d2g8igdw686xgo.cloudfront.net/19038770_1490033872.828.jpg","of $4,500 goal","$500","13","Raised by 13 people in 20 months","Updates   1","https://www.gofundme.com/teaching-business-skills-in-haiti#updates","null","49"
"1543711680-1071","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business","","https://www.gofundme.com/keep-once-upon-a-crime-books-open","https://d2g8igdw686xgo.cloudfront.net/31026890_1542998531878086_r.jpeg","of $50,000 goal","$18,274","279","Raised by 279 people in 5 days","null","","Created November 26, 2018","1.2K"
"1543713140-1613","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business","","https://www.gofundme.com/laptop-for-reggies-business","https://d2g8igdw686xgo.cloudfront.net/26966234_1515980053.379.jpg","of $300 goal","$80","5","Raised by 5 people in 10 months","Updates   2","https://www.gofundme.com/laptop-for-reggies-business#updates","Created January 14, 2018","50"
"1543713923-1902","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business","","https://www.gofundme.com/melinda-needs-car-help","https://d2g8igdw686xgo.cloudfront.net/23803336_1505182058.2435.jpg","of $5,000 goal","$4,815","105","Raised by 105 people in 14 months","Updates   1","https://www.gofundme.com/melinda-needs-car-help#updates","Created September 11, 2017","86"
"1543711785-1103","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business","","https://www.gofundme.com/JustinWeber","https://2dbdd5116ffa30a49aa8-c03f075f8191fb4e60e74b907071aee8.ssl.cf1.rackcdn.com/9932147_1458059517.6213.jpg","of $20,000 goal","$15,450","134","Raised by 134 people in 33 months","Updates   1","https://www.gofundme.com/JustinWeber#updates","null","1.0k"
"1543712524-1382","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business","","https://www.gofundme.com/cj4cv-help-me-start-my-dream-business","https://d2g8igdw686xgo.cloudfront.net/27050832_15175796660_r.jpg","of $5,000 goal","$330","7","Raised by 7 people in 10 months","Updates   3","https://www.gofundme.com/cj4cv-help-me-start-my-dream-business#updates","Created January 17, 2018","64"
"1543712574-1402","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business","","https://www.gofundme.com/BoydGOLD","","of $10,000 goal","$2,505","53","Raised by 53 people in 26 months","null","","null","287"
"1543712994-1560","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business","","https://www.gofundme.com/gonzalez039s-family-business-looting","https://d2g8igdw686xgo.cloudfront.net/30322622_15279515460_r.jpeg","of $20,000 goal","$652","22","Raised by 22 people in 6 months","null","","Created June 2, 2018","172"
"1543713879-1886","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business","","https://www.gofundme.com/bready-delights-rebuild-business","https://d2g8igdw686xgo.cloudfront.net/30730140_1529505043495179_r.jpg","of £900 goal","£840","43","Raised by 43 people in 5 months","Updates   4","https://www.gofundme.com/bready-delights-rebuild-business#updates","Created June 20, 2018","177"
"1543713378-1697","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business","","https://www.gofundme.com/5cpnats","https://d2g8igdw686xgo.cloudfront.net/28843028_15234993250_r.jpg","of $10,000 goal","$1,985","30","Raised by 30 people in 7 months","Updates   3","https://www.gofundme.com/5cpnats#updates","Created April 5, 2018","282"
"1543713123-1606","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business","","https://www.gofundme.com/gf-me-u-inifrq","https://d2g8igdw686xgo.cloudfront.net/29934728_15265074900_r.jpeg","of $5,000 goal","$800","12","Raised by 12 people in 6 months","Updates   1","https://www.gofundme.com/gf-me-u-inifrq#updates","Created May 16, 2018","147"
"1543712111-1229","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business","","https://www.gofundme.com/college-student-craft-business","https://d2g8igdw686xgo.cloudfront.net/35008136_1543686683825928_r.jpeg","goal","$1,000","6 hours","Campaign created 6 hours ago","null","","Created December 1, 2018","null"
"1543712328-1311","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business","","https://www.gofundme.com/buy-my-burger-vanstart-my-business","https://d2g8igdw686xgo.cloudfront.net/34143032_1543691278101704_r.jpg","of £500 goal","£155","8","Raised by 8 people in 1 month","Updates   11","https://www.gofundme.com/buy-my-burger-vanstart-my-business#updates","Created October 31, 2018","79"
"1543711590-1041","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business","","https://www.gofundme.com/kvo9xs","https://d2g8igdw686xgo.cloudfront.net/3125060_1505697071.6081.jpg","of $55,000 goal","$53,485","1,051","Raised by 1,051 people in 46 months","Updates   168","https://www.gofundme.com/kvo9xs#updates","null","10k"
"1543713415-1711","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business","","https://www.gofundme.com/artistvsBET","https://2dbdd5116ffa30a49aa8-c03f075f8191fb4e60e74b907071aee8.ssl.cf1.rackcdn.com/15357695_1476668045.6509.jpg","of $4,200 goal","$4,730","107","Raised by 107 people in 25 months","Updates   9","https://www.gofundme.com/artistvsBET#updates","null","778"
"1543712503-1374","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business","","https://www.gofundme.com/business-studies-in-europe","https://2dbdd5116ffa30a49aa8-c03f075f8191fb4e60e74b907071aee8.ssl.cf1.rackcdn.com/16342118_14812610160_r.jpg","of $2,000 goal","$615","9","Raised by 9 people in 24 months","Updates   2","https://www.gofundme.com/business-studies-in-europe#updates","null","48"
"1543713184-1629","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business","","https://www.gofundme.com/help-child-start-business-dream","https://d2g8igdw686xgo.cloudfront.net/24241534_15065652470_r.jpg","of £700 goal","£530","29","Raised by 29 people in 14 months","Updates   2","https://www.gofundme.com/help-child-start-business-dream#updates","Created September 27, 2017","179"
"1543713181-1628","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business","","https://www.gofundme.com/comfrey-magic-business-start-up","https://d2g8igdw686xgo.cloudfront.net/28540022_15215910780_r.jpeg","of $2,500 goal","$791","18","Raised by 18 people in 8 months","Updates   1","https://www.gofundme.com/comfrey-magic-business-start-up#updates","Created March 21, 2018","353"
"1543712566-1399","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business","","https://www.gofundme.com/business-study-abroad-trip","https://2dbdd5116ffa30a49aa8-c03f075f8191fb4e60e74b907071aee8.ssl.cf1.rackcdn.com/15913281_1478725075.5386.jpg","of $2,500 goal","$530","13","Raised by 13 people in 25 months","null","","null","136"
"1543713940-1908","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business","","https://www.gofundme.com/rentons-welcoming-businesses","https://d2g8igdw686xgo.cloudfront.net/20666016_fb_1495743695.5641_funds.jpg","of $920 goal","$920","19","Raised by 19 people in 18 months","Updates   3","https://www.gofundme.com/rentons-welcoming-businesses#updates","null","108"
"1543713095-1595","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business","","https://www.gofundme.com/srnp3-business-recovery","https://d2g8igdw686xgo.cloudfront.net/31338174_1531678766301151_r.jpeg","of $12,000 goal","$495","6","Raised by 6 people in 4 months","Updates   1","https://www.gofundme.com/srnp3-business-recovery#updates","Created July 15, 2018","90"
"1543713429-1716","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business","","https://www.gofundme.com/crystals-business-goal","https://d2g8igdw686xgo.cloudfront.net/19840548_1492872521.7557.jpg","of $5,000 goal","$1,477","19","Raised by 19 people in 19 months","Updates   1","https://www.gofundme.com/crystals-business-goal#updates","null","596"
"1543712193-1261","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business","","https://www.gofundme.com/building-business-from-ground-up","https://d2g8igdw686xgo.cloudfront.net/30282066_1529084804238516_r.jpg","of £5,000 goal","£35","3","Raised by 3 people in 6 months","null","","Created May 31, 2018","null"
"1543713271-1658","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business","","https://www.gofundme.com/photography-business-equipment","https://d2g8igdw686xgo.cloudfront.net/26328088_1513620507.6398.jpg","of $2,000 goal","$1,515","31","Raised by 31 people in 11 months","Updates   2","https://www.gofundme.com/photography-business-equipment#updates","Created December 18, 2017","209"
"1543712496-1371","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business","","https://www.gofundme.com/49k6r0g","https://d2g8igdw686xgo.cloudfront.net/22983248_15026326710_r.jpg","of $1,200 goal","$1,225","3","Raised by 3 people in 15 months","null","","Created August 13, 2017","65"
"1543713765-1843","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business","","https://www.gofundme.com/saveAscendFlowarts","https://d2g8igdw686xgo.cloudfront.net/34750584_154298421039427_r.jpeg","of $2,500 goal","$835","12","Raised by 12 people in 8 days","null","","Created November 23, 2018","72"
"1543713560-1766","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business","","https://www.gofundme.com/brittanysbusiness2018","https://d2g8igdw686xgo.cloudfront.net/27264164_1516946958.0147.jpg","of $200 goal","$150","6","Raised by 6 people in 10 months","null","","Created January 26, 2018","49"
"1543712469-1360","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business","","https://www.gofundme.com/alex-proebstles-teaching-business","https://d2g8igdw686xgo.cloudfront.net/18363932_1487619459.1076.jpg","of $5,000 goal","$6,285","64","Raised by 64 people in 21 months","Updates   1","https://www.gofundme.com/alex-proebstles-teaching-business#updates","null","180"
"1543712486-1367","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business","","https://www.gofundme.com/nationfamily","https://2dbdd5116ffa30a49aa8-c03f075f8191fb4e60e74b907071aee8.ssl.cf1.rackcdn.com/3154056_1422569670.0037.png","of $15,000 goal","$10,260","120","Raised by 120 people in 46 months","null","","null","84"
"1543711973-1173","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business","","https://www.gofundme.com/5mpvj48","https://d2g8igdw686xgo.cloudfront.net/30340666_1537061232596697_r.jpg","goal","£120,000","4 months","Campaign created 4 months ago","null","","Created August 2, 2018","null"
"1543711596-1043","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business","","https://www.gofundme.com/6chegfs","https://d2g8igdw686xgo.cloudfront.net/34196822_15434581879871_r.jpg","of $60,000 goal","$17,465","139","Raised by 139 people in 28 days","Updates   2","https://www.gofundme.com/6chegfs#updates","Created November 2, 2018","879"
"1543712090-1220","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business","","https://www.gofundme.com/6hfxxkg","https://d2g8igdw686xgo.cloudfront.net/34939100_1543688317710891_r.jpg","goal","$2,000","2 days","Campaign created 2 days ago","null","","Created November 28, 2018","null"
"1543713049-1577","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business","","https://www.gofundme.com/starting-a-pizza-business-2vcdzq4","","of $50,000 goal","$910","18","Raised by 18 people in 25 months","null","","null","232"
"1543712003-1185","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business","","https://www.gofundme.com/dz8t6k-candy-business","https://d2g8igdw686xgo.cloudfront.net/31653950_154364139391826_r.jpeg","goal","$7,000","19 hours","Campaign created 19 hours ago","null","","Created November 30, 2018","8"
"1543711745-1092","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business","","https://www.gofundme.com/Make-A-Wish-Skateboard-and-Wheelchair-event-with-lessons","https://d2g8igdw686xgo.cloudfront.net/30962392_1530294446494777_r.jpeg","of $3,800 goal","$2,139","27","Raised by 27 people in 5 months","Updates   2","https://www.gofundme.com/Make-A-Wish-Skateboard-and-Wheelchair-event-with-lessons#updates","Created June 29, 2018","147"
"1543713695-1817","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business","","https://www.gofundme.com/liverpool-business-needs-help","https://d2g8igdw686xgo.cloudfront.net/23410658_1504033536.4776.jpg","of $12,000 goal","$770","11","Raised by 11 people in 15 months","null","","Created August 29, 2017","182"
"1543713169-1624","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business","","https://www.gofundme.com/2axrdo","https://2dbdd5116ffa30a49aa8-c03f075f8191fb4e60e74b907071aee8.ssl.cf1.rackcdn.com/344811_1367283880.1262.jpg","of $6,000 goal","$7,700","null","Goal Reached!","Updates   9","https://www.gofundme.com/2axrdo#updates","null","719"
"1543711970-1172","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business","","https://www.gofundme.com/veteran-losing-his-business","https://d2g8igdw686xgo.cloudfront.net/30155368_15272968250_r.jpeg","goal","$8,000","6 months","Campaign created 6 months ago","Updates   1","https://www.gofundme.com/veteran-losing-his-business#updates","Created May 25, 2018","null"
"1543712796-1486","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business","","https://www.gofundme.com/2h7jed74","https://2dbdd5116ffa30a49aa8-c03f075f8191fb4e60e74b907071aee8.ssl.cf1.rackcdn.com/13559153_1470654971.9195.jpg","of $5,000 goal","$1,231","13","Raised by 13 people in 28 months","Updates   3","https://www.gofundme.com/2h7jed74#updates","null","220"
"1543713391-1702","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business","","https://www.gofundme.com/army-veteran039s-business-robbed","https://d2g8igdw686xgo.cloudfront.net/33719826_1539465513243858_r.jpeg","of $6,000 goal","$3,117","29","Raised by 29 people in 1 month","null","","Created October 13, 2018","304"
"1543712842-1504","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business","","https://www.gofundme.com/mckee-brothers-business-startup","https://d2g8igdw686xgo.cloudfront.net/21240030_1497628185.5999.jpg","of $35,000 goal","$940","9","Raised by 9 people in 17 months","null","","Created June 16, 2017","84"
"1543713194-1633","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business","","https://www.gofundme.com/anything-but-luck-jewelry","https://d2g8igdw686xgo.cloudfront.net/18367132_1488065549.3794.jpg","of $25,000 goal","$1,603","23","Raised by 23 people in 21 months","null","","null","249"
"1543711736-1089","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business","","https://www.gofundme.com/tb3vkueg","https://2dbdd5116ffa30a49aa8-c03f075f8191fb4e60e74b907071aee8.ssl.cf1.rackcdn.com/5968370_1441912976.8.jpg","of $10,000 goal","$4,471","90","Raised by 90 people in 39 months","null","","null","353"
"1543712462-1357","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business","","https://www.gofundme.com/y76fc3k","https://2dbdd5116ffa30a49aa8-c03f075f8191fb4e60e74b907071aee8.ssl.cf1.rackcdn.com/5118582_1440188912.7831.jpg","of $2,500 goal","$585","21","Raised by 21 people in 39 months","null","","null","58"
"1543712204-1265","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business","","https://www.gofundme.com/mjapu-opening-my-business","https://d2g8igdw686xgo.cloudfront.net/29255806_15258775190_r.jpg","of $10,000 goal","$10","1","Raised by 1 person in 7 months","null","","Created April 19, 2018","4"
"1543713851-1875","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business","","https://www.gofundme.com/supportmariaromero","https://2dbdd5116ffa30a49aa8-c03f075f8191fb4e60e74b907071aee8.ssl.cf1.rackcdn.com/15045441_1475600644.5825.jpg","of $50,000 goal","$22,215","436","Raised by 436 people in 26 months","null","","null","1.8k"
"1543711501-1008","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business","","https://www.gofundme.com/ryan-benoit-memorial","https://d2g8igdw686xgo.cloudfront.net/34931036_1543441218954984_r.jpeg","of $8,000 goal","$6,039","51","Raised by 51 people in 3 days","null","","Created November 28, 2018","122"
"1543713499-1742","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business","","https://www.gofundme.com/Colin-Business","https://d2g8igdw686xgo.cloudfront.net/_1542638015165959_r.jpg","of £2,000 goal","£600","26","Raised by 26 people in 12 days","Updates   1","https://www.gofundme.com/Colin-Business#updates","Created November 19, 2018","119"
"1543712028-1195","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business","","https://www.gofundme.com/disabled-mans-business-startup","https://d2g8igdw686xgo.cloudfront.net/32706780_1536137055293572_r.jpeg","goal","£8,000","2 months","Campaign created 2 months ago","null","","Created September 5, 2018","null"
"1543713824-1865","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business","","https://www.gofundme.com/MISSEMAC","https://d2g8igdw686xgo.cloudfront.net/22942952_1502469955.3451.jpg","of $1,500 goal","$1,500","11","Raised by 11 people in 15 months","null","","Created August 11, 2017","38"
"1543712339-1315","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business","","https://www.gofundme.com/wmurry","https://2dbdd5116ffa30a49aa8-c03f075f8191fb4e60e74b907071aee8.ssl.cf1.rackcdn.com/4902746_1434040735.7669.jpg","of $6,000 goal","$933","28","Raised by 28 people in 42 months","Updates   6","https://www.gofundme.com/wmurry#updates","null","290"
"1543712388-1329","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business","","https://www.gofundme.com/samstaxi","https://2dbdd5116ffa30a49aa8-c03f075f8191fb4e60e74b907071aee8.ssl.cf1.rackcdn.com/14313693_1473231191.6431.jpg","of $1,000 goal","$1,000","32","Raised by 32 people in 27 months","Updates   1","https://www.gofundme.com/samstaxi#updates","null","384"
"1543713950-1911","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business","","https://www.gofundme.com/help-us-keep-our-businesses-going","https://d2g8igdw686xgo.cloudfront.net/26358772_1513709274.6322.jpg","of £400 goal","£580","19","Raised by 19 people in 11 months","Updates   1","https://www.gofundme.com/help-us-keep-our-businesses-going#updates","Created December 19, 2017","16"
"1543713725-1828","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business","","https://www.gofundme.com/medical-business-expenses","https://d2g8igdw686xgo.cloudfront.net/20317954_1494516374.5382.jpg","of $5,000 goal","$1,445","16","Raised by 16 people in 18 months","Updates   1","https://www.gofundme.com/medical-business-expenses#updates","null","123"
"1543713209-1639","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business","","https://www.gofundme.com/b4eb8s","https://2dbdd5116ffa30a49aa8-c03f075f8191fb4e60e74b907071aee8.ssl.cf1.rackcdn.com/1664639_1404852159.9523.jpg","of $5,000 goal","$1,225","11","Raised by 11 people in 53 months","Updates   4","https://www.gofundme.com/b4eb8s#updates","null","664"
"1543713826-1866","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business","","https://www.gofundme.com/Lisa-sDiner","https://d2g8igdw686xgo.cloudfront.net/25653530_15122256440_r.jpg","of $5,000 goal","$2,496","51","Raised by 51 people in 12 months","Updates   2","https://www.gofundme.com/Lisa-sDiner#updates","Created November 26, 2017","432"
"1543711565-1032","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business","","https://www.gofundme.com/seawl","https://d2g8igdw686xgo.cloudfront.net/25876466_1512343237.2302.jpg","of $2,500 goal","$2,228","156","Raised by 156 people in 12 months","null","","Created December 3, 2017","130"
