web-scraper-order,web-scraper-start-url,start_scraping,start_scraping-href,image-src,goal,Raised,people,time
"1543366611-553","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/skylers-higher-education-goals","https://d2g8igdw686xgo.cloudfront.net/26597942_15163909990_r.jpg","of $2,100 goal","$450","6","Raised by 6 people in 11 months"
"1543374225-694","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/mrthornburgsclass","https://2dbdd5116ffa30a49aa8-c03f075f8191fb4e60e74b907071aee8.ssl.cf1.rackcdn.com/5942413_1441735130.861.jpg","of $830 goal","$1,130","45","Raised by 45 people in 39 months"
"1543381734-812","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/4zhra65k","https://2dbdd5116ffa30a49aa8-c03f075f8191fb4e60e74b907071aee8.ssl.cf1.rackcdn.com/5651170_1439432132.0692.jpg","of $3,000 goal","$205","6","Raised by 6 people in 40 months"
"1543374345-696","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/24gkjj8","https://2dbdd5116ffa30a49aa8-c03f075f8191fb4e60e74b907071aee8.ssl.cf1.rackcdn.com/11443717_1463367278.6864.jpg","of $500 goal","$1,333","22","Raised by 22 people in 30 months"
"1543366604-550","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/contentprimary","","of £30,000 goal","£1,144","19","Raised by 19 people in 21 months"
"1543365565-269","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/helpdrefinish","https://2dbdd5116ffa30a49aa8-c03f075f8191fb4e60e74b907071aee8.ssl.cf1.rackcdn.com/3816979_1426947200.5394.jpg","of $2,900 goal","$2,136","62","Raised by 62 people in 44 months"
"1543379752-780","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/PS206","https://2dbdd5116ffa30a49aa8-c03f075f8191fb4e60e74b907071aee8.ssl.cf1.rackcdn.com/14857831_1474902686.2044.jpg","of $25,000 goal","$2,935","67","Raised by 67 people in 26 months"
"1543365680-298","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/hs-computer-programming-competition","https://d2g8igdw686xgo.cloudfront.net/20537772_1495297385.1889.jpg","of $8,657 goal","$1,025","16","Raised by 16 people in 18 months"
"1543370019-625","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/bring-tech-to-a-nicaraguan-school","https://d2g8igdw686xgo.cloudfront.net/24749214_1508338490.7158.png","of $3,500 goal","$1,130","16","Raised by 16 people in 13 months"
"1543366516-515","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/send-kartik-to-mit-bootcamp","https://d2g8igdw686xgo.cloudfront.net/27056328_1516267238.827.jpg","goal","$8,000","10 months","Campaign created 10 months ago"
"1543366486-510","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/ugvunm-my-education-fund","https://d2g8igdw686xgo.cloudfront.net/19361818_1491495670.2765.jpg","of $29,000 goal","$800","8","Raised by 8 people in 20 months"
"1543386540-883","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/travel-expenses-for-a-scholarship","https://d2g8igdw686xgo.cloudfront.net/30806134_1530036753141287_r.jpg","of $1,700 goal","$1,240","20","Raised by 20 people in 5 months"
"1543366249-440","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/jaimescott","https://2dbdd5116ffa30a49aa8-c03f075f8191fb4e60e74b907071aee8.ssl.cf1.rackcdn.com/5522458_1438982196.987.jpg","of $10,000 goal","$550","5","Raised by 5 people in 40 months"
"1543377769-748","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/computer-in-college","https://d2g8igdw686xgo.cloudfront.net/32972690_1536956824257413_r.jpeg","goal","$1,699","2 months","Campaign created 2 months ago"
"1543368758-604","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/help-skyline-high-juniors","https://d2g8igdw686xgo.cloudfront.net/26416052_15139981730_r.jpeg","of $5,000 goal","$400","4","Raised by 4 people in 11 months"
"1543365707-306","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/2hxh46u4","https://2dbdd5116ffa30a49aa8-c03f075f8191fb4e60e74b907071aee8.ssl.cf1.rackcdn.com/13459739_14706044860_r.jpg","of $5,000 goal","$4,581","71","Raised by 71 people in 28 months"
"1543365484-246","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/Isaiahsfuture","https://2dbdd5116ffa30a49aa8-c03f075f8191fb4e60e74b907071aee8.ssl.cf1.rackcdn.com/5383675_1437576682.4341.jpg","of $2,500 goal","$1,710","35","Raised by 35 people in 40 months"
"1543366397-484","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/KalowaStudents","https://d2g8igdw686xgo.cloudfront.net/26355984_1513703501.4658.jpg","of $2,000 goal","$770","11","Raised by 11 people in 11 months"
"1543376268-728","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/noah039s-md-dreams","https://d2g8igdw686xgo.cloudfront.net/30038452_15269106870_r.jpeg","of $5,000 goal","$1,710","19","Raised by 19 people in 6 months"
"1543366616-555","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/need-help-finishing-my-dream","https://d2g8igdw686xgo.cloudfront.net/29194572_15239305110_r.jpeg","goal","$10,000","7 months","Campaign created 7 months ago"
"1543365907-358","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/cheriesaportas","https://2dbdd5116ffa30a49aa8-c03f075f8191fb4e60e74b907071aee8.ssl.cf1.rackcdn.com/10967027_1461794153.3115.jpg","of $250,000 goal","$19,127","157","Raised by 157 people in 31 months"
"1543382996-831","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/7n7yz-empowerment","https://d2g8igdw686xgo.cloudfront.net/29324516_15243925530_r.jpeg","goal","$5,000","7 months","Campaign created 7 months ago"
"1543365647-293","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/2pfpc4k","https://2dbdd5116ffa30a49aa8-c03f075f8191fb4e60e74b907071aee8.ssl.cf1.rackcdn.com/14583157_1474058145.4452.jpg","of $6,000 goal","$6,057","49","Raised by 49 people in 26 months"
"1543381614-810","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/toris-college-funding","https://d2g8igdw686xgo.cloudfront.net/18662628_1488676424.6384.jpg","of $5,000 goal","$715","4","Raised by 4 people in 21 months"
"1543366043-392","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/associates-in-computer-science","https://d2g8igdw686xgo.cloudfront.net/29703852_15256937320_r.jpeg","goal","$8,000","6 months","Campaign created 6 months ago"
"1543370920-639","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/education-GloriaGe","https://2dbdd5116ffa30a49aa8-c03f075f8191fb4e60e74b907071aee8.ssl.cf1.rackcdn.com/10302617_1460155752.7653.jpg","of $8,000 goal","$190","4","Raised by 4 people in 32 months"
"1543366233-436","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/ctaylor369-gmail-com","https://d2g8igdw686xgo.cloudfront.net/25060974_1510851746.2511.jpg","goal","$15,600","12 months","Campaign created 12 months ago"
"1543366410-488","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/hope-mission-in-ghana","https://d2g8igdw686xgo.cloudfront.net/26020252_1513208561.5374.jpg","of $1,200 goal","$899","27","Raised by 27 people in 11 months"
"1543366455-497","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/support-aschool-in-southeast-turkey","https://d2g8igdw686xgo.cloudfront.net/16218508_1479828389.2178.jpg","of $5,000 goal","$3,470","58","Raised by 58 people in 24 months"
"1543366230-435","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/support-studyabroaditaly","https://d2g8igdw686xgo.cloudfront.net/16592932_15215830670_r.jpg","goal","$1,000","8 months","Campaign created 8 months ago"
"1543366574-538","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/88m42n-chromebooks-for-education","https://d2g8igdw686xgo.cloudfront.net/31178996_1531165825672679_r.jpeg","goal","$3,000","4 months","Campaign created 4 months ago"
"1543386480-882","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/bryce-needs-a-leg-to-stand-on","https://d2g8igdw686xgo.cloudfront.net/30955894_1536945460456858_r.jpg","of $45,000 goal","$975","16","Raised by 16 people in 5 months"
"1543365920-362","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/6v-help-me-study-abroad","https://d2g8igdw686xgo.cloudfront.net/16726044_1481641633.2694.jpg","of $2,000 goal","$945","15","Raised by 15 people in 23 months"
"1543365602-280","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/save-america-from-fake-news","https://d2g8igdw686xgo.cloudfront.net/31802370_1533140988463534_r.jpeg","of $45,000 goal","$1,710","25","Raised by 25 people in 3 months"
"1543366618-556","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/f9j4c-need-help-for-my-future","https://d2g8igdw686xgo.cloudfront.net/29305900_15243001610_r.jpg","goal","$3,000","7 months","Campaign created 7 months ago"
"1543366589-544","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/help-local-families","https://d2g8igdw686xgo.cloudfront.net/28901010_15229729180_r.jpeg","goal","$500","7 months","Campaign created 7 months ago"
"1543369779-621","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/74wtgrx8","https://2dbdd5116ffa30a49aa8-c03f075f8191fb4e60e74b907071aee8.ssl.cf1.rackcdn.com/10299979_1459435071.6668.jpg","of $2,500 goal","$450","4","Raised by 4 people in 32 months"
"1543366521-517","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/modern-math-classroom","https://d2g8igdw686xgo.cloudfront.net/27142798_15165748780_r.jpeg","goal","$7,500","10 months","Campaign created 10 months ago"
"1543368878-606","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/please-me-pay-for-my-college","https://d2g8igdw686xgo.cloudfront.net/32222640_1537491339280565_r.jpg","of $18,000 goal","$90","2","Raised by 2 people in 3 months"
"1543366468-502","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/jb6c20","https://2dbdd5116ffa30a49aa8-c03f075f8191fb4e60e74b907071aee8.ssl.cf1.rackcdn.com/2890170_1419548080.8762.jpg","of $4,000 goal","$5,465","105","Raised by 105 people in 47 months"
"1543366419-491","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/kosayUPEIfund","https://d2g8igdw686xgo.cloudfront.net/23793170_1505375784.5625.jpg","of $10,000 goal","$3,850","44","Raised by 44 people in 14 months"
"1543365616-284","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/william-miller-memorial-scholarship","https://d2g8igdw686xgo.cloudfront.net/29760156_15258755370_r.jpeg","of $500 goal","$1,640","9","Raised by 9 people in 6 months"
"1543378130-753","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/5moc0xs","https://d2g8igdw686xgo.cloudfront.net/30334256_15279942730_r.jpg","of $5,650 goal","$20","1","Raised by 1 person in 5 months"
"1543366262-443","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/school-for-kids-in-kenya","","of $10,000 goal","$920","8","Raised by 8 people in 5 months"
"1543366331-464","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/help-our-kids-learn-technology","https://d2g8igdw686xgo.cloudfront.net/31233744_1531677616441788_r.jpg","of $20,000 goal","$20","2","Raised by 2 people in 4 months"
"1543365960-372","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/kizzy-denise-haynes-memorial-fund","https://d2g8igdw686xgo.cloudfront.net/16390128_1480469690.1388.jpg","of $3,000 goal","$1,950","31","Raised by 31 people in 24 months"
"1543366623-558","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/gregallenjones","https://d2g8igdw686xgo.cloudfront.net/29527294_1539433643323637_r.jpeg","goal","$50,000","1 month","Campaign created 1 month ago"
"1543365827-337","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/4mheers","","of $25,000 goal","$437","10","Raised by 10 people in 13 months"
"1543366463-500","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/computer-room-volcanes-k6-school","https://d2g8igdw686xgo.cloudfront.net/30553588_1528832264430273_r.jpeg","of $1,530 goal","$1,135","19","Raised by 19 people in 5 months"
"1543366584-542","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/sponsorship-for-my-doctorate-degree","https://d2g8igdw686xgo.cloudfront.net/31603188_1534729279580310_r.jpeg","goal","$5,000","4 months","Campaign created 4 months ago"
"1543380713-795","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/primary-school-technology","","goal","€500","1 month","Campaign created 1 month ago"
"1543373384-680","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/cahuenga-kindergarten-chromebooks","https://d2g8igdw686xgo.cloudfront.net/16766678_1486016346.8817.jpg","of $5,600 goal","$720","10","Raised by 10 people in 23 months"
